Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Time Case Closed
11022,2021-04-04,2021-04-04,08:10,Patna,564,IDENTITY THEFT,39,F,Firearm,Violent Crime,16,Yes,2021-05-02,20:00
11023,2021-04-04,2021-04-04,05:14,Indore,427,KIDNAPPING,57,F,Knife,Other Crime,6,No,,
11024,2021-04-05,2021-04-04,00:28,Ahmedabad,419,FRAUD,37,F,Knife,Other Crime,1,No,,
11025,2021-04-04,2021-04-04,12:30,Agra,314,SEXUAL ASSAULT,70,M,Firearm,Violent Crime,2,No,,
11026,2021-04-06,2021-04-04,06:34,Chennai,435,BURGLARY,22,F,None,Other Crime,17,No,,
11027,2021-04-05,2021-04-04,12:52,Lucknow,417,EXTORTION,56,F,None,Other Crime,16,No,,
11028,2021-04-06,2021-04-04,03:12,Kolkata,530,HOMICIDE,21,F,Blunt Object,Other Crime,13,Yes,2022-03-15,02:00
11029,2021-04-05,2021-04-04,21:17,Kolkata,376,SHOPLIFTING,78,F,None,Other Crime,13,No,,
11030,2021-04-07,2021-04-04,17:35,Mumbai,433,ASSAULT,40,F,Knife,Violent Crime,5,Yes,2021-05-03,07:00
11031,2021-04-06,2021-04-04,00:42,Delhi,510,FRAUD,44,F,Blunt Object,Other Crime,7,Yes,2021-04-21,06:00
11032,2021-04-05,2021-04-04,03:38,Mumbai,302,SHOPLIFTING,60,F,Firearm,Other Crime,6,Yes,2021-06-02,20:00
11033,2021-04-06,2021-04-04,08:33,Chennai,120,DOMESTIC VIOLENCE,15,M,Explosives,Violent Crime,8,No,,
11034,2021-04-04,2021-04-04,22:58,Thane,457,COUNTERFEITING,74,F,Knife,Other Crime,19,Yes,2021-05-09,22:00
11035,2021-04-07,2021-04-04,00:49,Agra,565,HOMICIDE,31,F,Explosives,Other Crime,11,Yes,2022-05-21,00:00
11036,2021-04-07,2021-04-04,05:51,Mumbai,264,ILLEGAL POSSESSION,38,F,Explosives,Other Crime,11,Yes,2021-07-05,18:00
11037,2021-04-05,2021-04-04,14:11,Delhi,396,FRAUD,54,F,Knife,Other Crime,7,No,,
11038,2021-04-06,2021-04-04,15:45,Hyderabad,108,DRUG OFFENSE,29,M,None,Other Crime,5,No,,
11039,2021-04-07,2021-04-04,00:57,Bangalore,307,SEXUAL ASSAULT,13,F,Blunt Object,Violent Crime,16,No,,
11040,2021-04-07,2021-04-04,21:14,Hyderabad,427,VANDALISM,70,M,None,Other Crime,18,No,,
11041,2021-04-06,2021-04-05,07:03,Visakhapatnam,277,VANDALISM,60,M,Explosives,Other Crime,3,Yes,2021-04-29,09:00
11042,2021-04-05,2021-04-05,02:33,Bangalore,121,COUNTERFEITING,71,F,Blunt Object,Other Crime,12,No,,
11043,2021-04-05,2021-04-05,02:57,Ghaziabad,201,SEXUAL ASSAULT,16,M,Knife,Violent Crime,3,No,,
11044,2021-04-06,2021-04-05,08:00,Mumbai,228,VEHICLE - STOLEN,14,M,Explosives,Violent Crime,9,No,,
11045,2021-04-07,2021-04-05,02:27,Delhi,549,HOMICIDE,59,F,Blunt Object,Other Crime,8,No,,
11046,2021-04-06,2021-04-05,14:20,Delhi,433,VEHICLE - STOLEN,26,F,Firearm,Violent Crime,18,Yes,2021-04-15,01:00
11047,2021-04-07,2021-04-05,17:11,Delhi,135,VEHICLE - STOLEN,36,F,Explosives,Violent Crime,15,Yes,2021-05-19,03:00
11048,2021-04-07,2021-04-05,06:48,Hyderabad,458,VANDALISM,62,M,None,Other Crime,14,Yes,2021-04-20,17:00
11049,2021-04-06,2021-04-05,10:34,Surat,457,DOMESTIC VIOLENCE,74,F,None,Violent Crime,17,Yes,2021-05-14,21:00
11050,2021-04-07,2021-04-05,04:37,Pune,115,KIDNAPPING,59,F,Firearm,Other Crime,2,No,,
11051,2021-04-08,2021-04-05,08:19,Bangalore,406,DOMESTIC VIOLENCE,32,F,Poison,Violent Crime,17,No,,
11052,2021-04-07,2021-04-05,19:19,Bangalore,249,SHOPLIFTING,17,F,Blunt Object,Other Crime,3,Yes,2021-04-21,10:00
11053,2021-04-05,2021-04-05,13:48,Kolkata,370,ROBBERY,35,M,Blunt Object,Violent Crime,11,No,,
11054,2021-04-08,2021-04-05,04:06,Hyderabad,357,CYBERCRIME,24,F,Blunt Object,Other Crime,1,Yes,2021-06-07,12:00
11055,2021-04-08,2021-04-05,22:46,Bangalore,473,VEHICLE - STOLEN,57,F,None,Violent Crime,2,Yes,2021-06-30,08:00
11056,2021-04-06,2021-04-05,05:57,Indore,403,FRAUD,26,M,None,Other Crime,5,Yes,2021-06-29,10:00
11057,2021-04-06,2021-04-05,16:03,Meerut,114,BURGLARY,41,F,Blunt Object,Other Crime,12,No,,
11058,2021-04-06,2021-04-05,13:59,Mumbai,351,VANDALISM,42,F,None,Other Crime,4,Yes,2021-04-24,02:00
11059,2021-04-06,2021-04-05,14:16,Bangalore,317,BURGLARY,10,F,Firearm,Other Crime,15,Yes,2021-06-17,15:00
11060,2021-04-08,2021-04-05,02:06,Delhi,310,ROBBERY,69,F,Explosives,Violent Crime,16,Yes,2021-07-23,03:00
11061,2021-04-06,2021-04-05,06:03,Kolkata,237,SEXUAL ASSAULT,72,F,Firearm,Violent Crime,10,Yes,2022-03-26,01:00
11062,2021-04-07,2021-04-05,19:23,Delhi,505,FIREARM OFFENSE,11,F,Explosives,Fire Accident,8,Yes,2021-06-10,22:00
11063,2021-04-05,2021-04-05,23:59,Hyderabad,482,ROBBERY,10,F,Blunt Object,Violent Crime,8,Yes,2021-08-30,23:00
11064,2021-04-06,2021-04-05,07:45,Ludhiana,451,ILLEGAL POSSESSION,37,M,Knife,Other Crime,12,No,,
11065,2021-04-06,2021-04-06,14:38,Surat,471,VANDALISM,36,F,Knife,Other Crime,12,No,,
11066,2021-04-08,2021-04-06,06:11,Ghaziabad,152,VEHICLE - STOLEN,56,M,Blunt Object,Violent Crime,18,Yes,2021-06-21,07:00
11067,2021-04-08,2021-04-06,16:11,Agra,356,ILLEGAL POSSESSION,76,M,Explosives,Other Crime,5,No,,
11068,2021-04-06,2021-04-06,12:16,Delhi,101,KIDNAPPING,28,M,Other,Other Crime,18,No,,
11069,2021-04-07,2021-04-06,17:21,Patna,543,ASSAULT,70,F,Firearm,Violent Crime,18,Yes,2021-05-19,20:00
11070,2021-04-08,2021-04-06,02:43,Lucknow,438,VEHICLE - STOLEN,72,F,Poison,Violent Crime,7,Yes,2021-06-12,17:00
11071,2021-04-08,2021-04-06,04:54,Hyderabad,226,HOMICIDE,42,M,Knife,Other Crime,15,No,,
11072,2021-04-06,2021-04-06,18:49,Lucknow,338,COUNTERFEITING,13,M,Knife,Other Crime,15,Yes,2021-06-07,11:00
11073,2021-04-09,2021-04-06,16:24,Meerut,524,FIREARM OFFENSE,16,F,Poison,Fire Accident,17,Yes,2021-07-03,05:00
11074,2021-04-07,2021-04-06,02:59,Bangalore,544,KIDNAPPING,30,F,Explosives,Other Crime,4,Yes,2021-06-12,08:00
11075,2021-04-09,2021-04-06,09:19,Pune,339,TRAFFIC VIOLATION,56,M,Other,Traffic Fatality,18,No,,
11076,2021-04-08,2021-04-06,02:59,Mumbai,413,ARSON,11,M,Firearm,Fire Accident,18,Yes,2021-04-25,13:00
11077,2021-04-07,2021-04-06,22:15,Mumbai,586,EXTORTION,65,F,Blunt Object,Other Crime,10,No,,
11078,2021-04-07,2021-04-06,18:47,Kolkata,319,EXTORTION,79,M,Firearm,Other Crime,7,Yes,2021-05-22,03:00
11079,2021-04-07,2021-04-06,23:03,Chennai,524,TRAFFIC VIOLATION,54,M,Firearm,Traffic Fatality,6,No,,
11080,2021-04-08,2021-04-06,09:01,Ahmedabad,311,VANDALISM,31,F,Explosives,Other Crime,13,Yes,2021-04-21,06:00
11081,2021-04-08,2021-04-06,17:10,Kolkata,352,COUNTERFEITING,33,F,Poison,Other Crime,17,No,,
11082,2021-04-07,2021-04-06,03:27,Mumbai,397,ROBBERY,19,M,Explosives,Violent Crime,19,No,,
11083,2021-04-07,2021-04-06,00:14,Lucknow,355,VANDALISM,42,M,Other,Other Crime,4,No,,
11084,2021-04-07,2021-04-06,16:23,Surat,340,KIDNAPPING,26,M,Knife,Other Crime,14,No,,
11085,2021-04-07,2021-04-06,05:49,Srinagar,221,PUBLIC INTOXICATION,61,F,Poison,Other Crime,10,No,,
11086,2021-04-06,2021-04-06,03:56,Lucknow,329,ROBBERY,69,M,Other,Violent Crime,17,Yes,2021-06-28,23:00
11087,2021-04-07,2021-04-06,19:39,Lucknow,364,ILLEGAL POSSESSION,43,F,Blunt Object,Other Crime,5,No,,
11088,2021-04-09,2021-04-06,14:39,Vasai,182,BURGLARY,58,M,Firearm,Other Crime,15,Yes,2021-07-10,13:00
11089,2021-04-09,2021-04-07,17:14,Thane,229,ROBBERY,38,F,Firearm,Violent Crime,8,Yes,2021-08-28,09:00
11090,2021-04-09,2021-04-07,15:14,Nagpur,504,EXTORTION,79,M,Firearm,Other Crime,2,Yes,2021-06-15,16:00
11091,2021-04-08,2021-04-07,05:53,Delhi,463,IDENTITY THEFT,44,F,Explosives,Violent Crime,2,Yes,2021-04-23,04:00
11092,2021-04-09,2021-04-07,19:08,Ahmedabad,344,VEHICLE - STOLEN,60,F,Blunt Object,Violent Crime,8,No,,
11093,2021-04-08,2021-04-07,18:40,Chennai,451,HOMICIDE,23,M,Blunt Object,Other Crime,18,Yes,2021-10-23,05:00
11094,2021-04-09,2021-04-07,11:03,Bangalore,255,ILLEGAL POSSESSION,44,M,None,Other Crime,12,Yes,2021-06-15,19:00
11095,2021-04-07,2021-04-07,06:40,Indore,200,SHOPLIFTING,12,F,Other,Other Crime,14,Yes,2021-06-04,09:00
11096,2021-04-07,2021-04-07,03:05,Mumbai,279,VANDALISM,28,F,Poison,Other Crime,3,Yes,2021-04-29,12:00
11097,2021-04-07,2021-04-07,13:38,Delhi,331,SHOPLIFTING,70,F,Poison,Other Crime,10,No,,
11098,2021-04-10,2021-04-07,12:04,Ahmedabad,116,PUBLIC INTOXICATION,70,F,Poison,Other Crime,16,Yes,2021-04-26,00:00
11099,2021-04-09,2021-04-07,19:56,Jaipur,313,SEXUAL ASSAULT,74,F,Explosives,Violent Crime,10,Yes,2021-10-15,02:00
11100,2021-04-07,2021-04-07,08:40,Surat,465,IDENTITY THEFT,71,M,Explosives,Violent Crime,5,Yes,2021-05-14,19:00
11101,2021-04-08,2021-04-07,16:34,Hyderabad,528,HOMICIDE,63,M,Other,Other Crime,2,No,,
11102,2021-04-09,2021-04-07,16:33,Nagpur,322,ILLEGAL POSSESSION,15,F,Poison,Other Crime,6,Yes,2021-04-30,22:00
11103,2021-04-10,2021-04-07,22:03,Pune,183,ARSON,14,F,Explosives,Fire Accident,11,No,,
11104,2021-04-10,2021-04-07,00:53,Delhi,498,TRAFFIC VIOLATION,33,F,Firearm,Traffic Fatality,11,No,,
11105,2021-04-10,2021-04-07,09:20,Pune,515,FIREARM OFFENSE,36,F,Knife,Fire Accident,5,Yes,2021-07-06,08:00
11106,2021-04-10,2021-04-07,16:16,Pune,261,VEHICLE - STOLEN,27,F,Firearm,Violent Crime,8,No,,
11107,2021-04-08,2021-04-07,11:46,Patna,418,IDENTITY THEFT,24,F,Poison,Violent Crime,15,No,,
11108,2021-04-09,2021-04-07,01:15,Ahmedabad,257,DRUG OFFENSE,57,F,Other,Other Crime,10,No,,
11109,2021-04-09,2021-04-07,16:20,Mumbai,440,ILLEGAL POSSESSION,48,F,Poison,Other Crime,9,Yes,2021-04-16,10:00
11110,2021-04-08,2021-04-07,12:00,Pune,159,CYBERCRIME,68,F,Other,Other Crime,9,Yes,2021-04-23,14:00
11111,2021-04-10,2021-04-07,11:38,Jaipur,533,FIREARM OFFENSE,44,F,Firearm,Fire Accident,8,No,,
11112,2021-04-10,2021-04-07,05:14,Ludhiana,390,HOMICIDE,23,M,Knife,Other Crime,5,Yes,2021-11-21,16:00
11113,2021-04-08,2021-04-08,23:10,Mumbai,136,TRAFFIC VIOLATION,12,M,Poison,Traffic Fatality,5,Yes,2021-04-20,11:00
11114,2021-04-08,2021-04-08,04:38,Agra,586,ARSON,26,F,Knife,Fire Accident,14,No,,
11115,2021-04-09,2021-04-08,16:28,Delhi,212,IDENTITY THEFT,72,F,None,Violent Crime,1,Yes,2021-06-30,14:00
11116,2021-04-10,2021-04-08,16:02,Delhi,380,TRAFFIC VIOLATION,62,F,Firearm,Traffic Fatality,7,Yes,2021-04-21,19:00
11117,2021-04-09,2021-04-08,21:04,Chennai,146,TRAFFIC VIOLATION,38,M,Explosives,Traffic Fatality,9,No,,
11118,2021-04-09,2021-04-08,17:40,Ghaziabad,492,IDENTITY THEFT,64,M,Poison,Violent Crime,15,Yes,2021-04-22,07:00
11119,2021-04-08,2021-04-08,19:51,Hyderabad,386,VANDALISM,28,F,Explosives,Other Crime,14,No,,
11120,2021-04-09,2021-04-08,04:09,Agra,175,PUBLIC INTOXICATION,20,M,Knife,Other Crime,15,No,,
11121,2021-04-10,2021-04-08,17:13,Jaipur,324,FRAUD,51,F,Poison,Other Crime,9,Yes,2021-06-23,19:00
11122,2021-04-08,2021-04-08,22:44,Jaipur,208,CYBERCRIME,18,M,Other,Other Crime,17,No,,
11123,2021-04-08,2021-04-08,09:37,Chennai,107,ARSON,46,M,Firearm,Fire Accident,5,Yes,2021-05-25,13:00
11124,2021-04-10,2021-04-08,02:42,Mumbai,218,ARSON,29,F,Other,Fire Accident,18,No,,
11125,2021-04-10,2021-04-08,05:12,Mumbai,546,FRAUD,12,M,Knife,Other Crime,9,Yes,2021-05-14,06:00
11126,2021-04-10,2021-04-08,16:45,Mumbai,545,IDENTITY THEFT,58,M,None,Violent Crime,5,Yes,2021-06-17,10:00
11127,2021-04-09,2021-04-08,12:19,Kanpur,287,SEXUAL ASSAULT,65,F,Explosives,Violent Crime,10,No,,
11128,2021-04-08,2021-04-08,15:12,Kolkata,564,COUNTERFEITING,57,M,Firearm,Other Crime,18,No,,
11129,2021-04-09,2021-04-08,03:29,Mumbai,501,BURGLARY,28,F,Other,Other Crime,14,No,,
11130,2021-04-11,2021-04-08,04:11,Mumbai,473,VANDALISM,37,F,Poison,Other Crime,1,Yes,2021-06-19,05:00
11131,2021-04-09,2021-04-08,08:50,Ludhiana,221,FRAUD,33,F,Poison,Other Crime,14,No,,
11132,2021-04-09,2021-04-08,11:29,Delhi,272,ASSAULT,44,M,Explosives,Violent Crime,14,Yes,2021-04-22,13:00
11133,2021-04-11,2021-04-08,07:08,Mumbai,390,TRAFFIC VIOLATION,61,F,Blunt Object,Traffic Fatality,9,Yes,2021-04-17,10:00
11134,2021-04-11,2021-04-08,02:32,Kanpur,481,FRAUD,21,M,Knife,Other Crime,16,No,,
11135,2021-04-10,2021-04-08,13:54,Agra,109,SHOPLIFTING,33,M,Blunt Object,Other Crime,13,Yes,2021-05-07,02:00
11136,2021-04-09,2021-04-08,16:29,Srinagar,301,SEXUAL ASSAULT,76,F,Poison,Violent Crime,6,Yes,2022-07-25,13:00
11137,2021-04-10,2021-04-09,06:11,Chennai,213,CYBERCRIME,30,M,Poison,Other Crime,17,Yes,2021-07-05,19:00
11138,2021-04-09,2021-04-09,10:45,Agra,208,ASSAULT,51,F,None,Violent Crime,14,Yes,2021-05-06,19:00
11139,2021-04-10,2021-04-09,20:16,Mumbai,531,IDENTITY THEFT,35,M,Poison,Violent Crime,17,No,,
11140,2021-04-11,2021-04-09,22:13,Mumbai,463,BURGLARY,79,F,Explosives,Other Crime,6,No,,
11141,2021-04-11,2021-04-09,20:10,Hyderabad,195,IDENTITY THEFT,13,F,Explosives,Violent Crime,16,No,,
11142,2021-04-11,2021-04-09,04:58,Meerut,449,BURGLARY,20,M,Other,Other Crime,4,No,,
11143,2021-04-10,2021-04-09,06:29,Pune,414,VEHICLE - STOLEN,63,M,None,Violent Crime,11,No,,
11144,2021-04-12,2021-04-09,02:06,Patna,392,SHOPLIFTING,63,F,Other,Other Crime,17,Yes,2021-05-03,03:00
11145,2021-04-10,2021-04-09,12:46,Delhi,501,KIDNAPPING,11,F,Poison,Other Crime,1,No,,
11146,2021-04-11,2021-04-09,20:49,Nagpur,536,FIREARM OFFENSE,43,F,Other,Fire Accident,8,No,,
11147,2021-04-10,2021-04-09,10:54,Pune,519,FRAUD,20,M,Other,Other Crime,7,No,,
11148,2021-04-11,2021-04-09,14:36,Chennai,164,DOMESTIC VIOLENCE,14,M,Other,Violent Crime,10,Yes,2021-04-27,16:00
11149,2021-04-10,2021-04-09,23:01,Chennai,266,TRAFFIC VIOLATION,39,F,Knife,Traffic Fatality,10,Yes,2021-05-09,13:00
11150,2021-04-10,2021-04-09,01:39,Pune,576,HOMICIDE,27,F,None,Other Crime,8,Yes,2022-09-07,14:00
11151,2021-04-12,2021-04-09,09:04,Kanpur,417,SHOPLIFTING,10,F,Explosives,Other Crime,6,No,,
11152,2021-04-12,2021-04-09,17:05,Kanpur,247,VANDALISM,59,F,Poison,Other Crime,13,No,,
11153,2021-04-12,2021-04-09,10:48,Agra,488,TRAFFIC VIOLATION,64,F,Firearm,Traffic Fatality,19,No,,
11154,2021-04-12,2021-04-09,14:22,Ahmedabad,197,DRUG OFFENSE,79,M,Blunt Object,Other Crime,12,No,,
11155,2021-04-11,2021-04-09,17:05,Bangalore,500,ASSAULT,73,F,None,Violent Crime,3,Yes,2021-06-22,12:00
11156,2021-04-11,2021-04-09,12:22,Bhopal,316,ARSON,24,F,Firearm,Fire Accident,6,No,,
11157,2021-04-11,2021-04-09,21:20,Kolkata,290,PUBLIC INTOXICATION,64,M,Blunt Object,Other Crime,9,Yes,2021-04-23,20:00
11158,2021-04-10,2021-04-09,23:26,Bangalore,105,VEHICLE - STOLEN,71,F,Poison,Violent Crime,1,Yes,2021-06-21,23:00
11159,2021-04-11,2021-04-09,12:12,Delhi,383,HOMICIDE,58,F,Poison,Other Crime,10,Yes,2022-01-10,16:00
11160,2021-04-12,2021-04-09,20:59,Pune,557,DOMESTIC VIOLENCE,47,F,Explosives,Violent Crime,9,Yes,2021-04-20,17:00
11161,2021-04-12,2021-04-10,05:34,Delhi,513,SEXUAL ASSAULT,32,F,Knife,Violent Crime,14,No,,
11162,2021-04-12,2021-04-10,02:32,Mumbai,508,FRAUD,13,F,Blunt Object,Other Crime,15,Yes,2021-05-15,22:00
11163,2021-04-12,2021-04-10,11:23,Pune,181,VEHICLE - STOLEN,26,F,Knife,Violent Crime,2,No,,
11164,2021-04-11,2021-04-10,06:22,Delhi,560,ASSAULT,18,M,Blunt Object,Violent Crime,3,No,,
11165,2021-04-11,2021-04-10,19:03,Bhopal,170,IDENTITY THEFT,72,F,Poison,Violent Crime,3,No,,
11166,2021-04-11,2021-04-10,11:03,Kolkata,436,EXTORTION,47,F,Knife,Other Crime,1,Yes,2021-06-03,05:00
11167,2021-04-11,2021-04-10,06:44,Jaipur,398,FRAUD,17,F,Blunt Object,Other Crime,8,Yes,2021-05-13,09:00
11168,2021-04-12,2021-04-10,21:15,Bangalore,389,ASSAULT,69,F,Poison,Violent Crime,6,Yes,2021-06-01,09:00
11169,2021-04-11,2021-04-10,23:04,Visakhapatnam,572,TRAFFIC VIOLATION,61,F,Knife,Traffic Fatality,14,Yes,2021-05-04,07:00
11170,2021-04-12,2021-04-10,07:41,Lucknow,117,SHOPLIFTING,70,F,Blunt Object,Other Crime,11,Yes,2021-05-09,08:00
11171,2021-04-11,2021-04-10,13:42,Kolkata,234,IDENTITY THEFT,14,F,None,Violent Crime,15,No,,
11172,2021-04-10,2021-04-10,19:57,Pune,382,VANDALISM,40,F,Explosives,Other Crime,15,Yes,2021-05-18,12:00
11173,2021-04-10,2021-04-10,02:13,Ahmedabad,390,VANDALISM,68,M,Other,Other Crime,4,Yes,2021-05-09,17:00
11174,2021-04-12,2021-04-10,04:30,Surat,484,SHOPLIFTING,71,F,Blunt Object,Other Crime,13,No,,
11175,2021-04-11,2021-04-10,16:57,Bangalore,393,VEHICLE - STOLEN,76,F,Firearm,Violent Crime,9,No,,
11176,2021-04-10,2021-04-10,12:19,Surat,570,ASSAULT,37,M,Firearm,Violent Crime,16,Yes,2021-05-14,21:00
11177,2021-04-13,2021-04-10,16:30,Hyderabad,407,IDENTITY THEFT,18,F,Other,Violent Crime,2,No,,
11178,2021-04-10,2021-04-10,23:59,Hyderabad,549,VEHICLE - STOLEN,61,F,Firearm,Violent Crime,19,No,,
11179,2021-04-12,2021-04-10,06:36,Thane,291,ILLEGAL POSSESSION,79,M,Poison,Other Crime,3,Yes,2021-06-30,16:00
11180,2021-04-13,2021-04-10,19:06,Delhi,333,TRAFFIC VIOLATION,18,F,Blunt Object,Traffic Fatality,16,Yes,2021-04-14,15:00
11181,2021-04-13,2021-04-10,05:14,Jaipur,434,HOMICIDE,54,F,Other,Other Crime,4,Yes,2021-10-13,07:00
11182,2021-04-13,2021-04-10,21:18,Agra,418,ASSAULT,32,F,None,Violent Crime,9,No,,
11183,2021-04-11,2021-04-10,19:36,Chennai,579,ASSAULT,37,M,Knife,Violent Crime,16,Yes,2021-07-03,20:00
11184,2021-04-13,2021-04-10,04:50,Lucknow,533,ROBBERY,24,M,Explosives,Violent Crime,11,Yes,2021-08-28,14:00
11185,2021-04-11,2021-04-11,15:10,Bhopal,141,SHOPLIFTING,76,F,None,Other Crime,19,Yes,2021-05-16,04:00
11186,2021-04-12,2021-04-11,05:47,Mumbai,253,ASSAULT,28,F,Poison,Violent Crime,15,Yes,2021-06-25,14:00
11187,2021-04-11,2021-04-11,02:25,Visakhapatnam,208,FRAUD,35,F,Other,Other Crime,10,Yes,2021-04-29,13:00
11188,2021-04-12,2021-04-11,16:03,Hyderabad,193,SEXUAL ASSAULT,19,F,Firearm,Violent Crime,1,No,,
11189,2021-04-11,2021-04-11,15:54,Delhi,108,SHOPLIFTING,26,F,Other,Other Crime,2,Yes,2021-04-22,10:00
11190,2021-04-13,2021-04-11,10:57,Chennai,131,DRUG OFFENSE,68,F,Knife,Other Crime,7,Yes,2021-06-20,09:00
11191,2021-04-11,2021-04-11,05:31,Pune,589,ROBBERY,14,F,Poison,Violent Crime,14,Yes,2021-09-11,20:00
11192,2021-04-11,2021-04-11,22:52,Mumbai,342,BURGLARY,77,M,None,Other Crime,14,No,,
11193,2021-04-11,2021-04-11,08:53,Indore,400,VEHICLE - STOLEN,39,F,Knife,Violent Crime,11,No,,
11194,2021-04-13,2021-04-11,15:12,Bangalore,460,ASSAULT,25,F,Explosives,Violent Crime,13,No,,
11195,2021-04-13,2021-04-11,16:33,Mumbai,440,CYBERCRIME,12,F,Other,Other Crime,19,No,,
11196,2021-04-14,2021-04-11,00:38,Delhi,544,KIDNAPPING,71,F,Blunt Object,Other Crime,15,Yes,2021-05-15,04:00
11197,2021-04-11,2021-04-11,19:02,Kanpur,388,COUNTERFEITING,53,F,Other,Other Crime,10,No,,
11198,2021-04-12,2021-04-11,20:08,Hyderabad,562,CYBERCRIME,50,M,Blunt Object,Other Crime,4,No,,
11199,2021-04-13,2021-04-11,05:34,Kanpur,331,VEHICLE - STOLEN,37,F,Firearm,Violent Crime,14,Yes,2021-06-02,01:00
11200,2021-04-12,2021-04-11,14:16,Visakhapatnam,550,SHOPLIFTING,65,F,Firearm,Other Crime,1,No,,
11201,2021-04-12,2021-04-11,14:37,Kanpur,341,FIREARM OFFENSE,65,F,Other,Fire Accident,16,Yes,2021-05-14,06:00
11202,2021-04-14,2021-04-11,17:16,Lucknow,177,BURGLARY,60,F,Poison,Other Crime,5,Yes,2021-06-04,09:00
11203,2021-04-12,2021-04-11,08:58,Nagpur,179,SHOPLIFTING,55,F,Explosives,Other Crime,2,Yes,2021-06-27,18:00
11204,2021-04-12,2021-04-11,07:22,Varanasi,287,ROBBERY,14,M,Knife,Violent Crime,7,No,,
11205,2021-04-13,2021-04-11,14:25,Delhi,386,COUNTERFEITING,48,F,Blunt Object,Other Crime,7,No,,
11206,2021-04-12,2021-04-11,02:51,Chennai,390,DRUG OFFENSE,41,M,Blunt Object,Other Crime,18,Yes,2021-05-15,21:00
11207,2021-04-13,2021-04-11,05:38,Delhi,507,VANDALISM,65,M,Explosives,Other Crime,6,Yes,2021-06-23,21:00
11208,2021-04-14,2021-04-11,02:56,Agra,169,FRAUD,23,F,Poison,Other Crime,14,No,,
11209,2021-04-14,2021-04-12,04:18,Indore,171,VEHICLE - STOLEN,19,F,None,Violent Crime,14,No,,
11210,2021-04-12,2021-04-12,04:53,Indore,563,IDENTITY THEFT,53,F,Blunt Object,Violent Crime,18,No,,
11211,2021-04-14,2021-04-12,05:32,Indore,550,ILLEGAL POSSESSION,76,F,None,Other Crime,9,No,,
11212,2021-04-14,2021-04-12,08:53,Delhi,424,SHOPLIFTING,77,M,Poison,Other Crime,18,No,,
11213,2021-04-14,2021-04-12,03:13,Chennai,401,EXTORTION,45,M,Poison,Other Crime,13,No,,
11214,2021-04-14,2021-04-12,03:14,Delhi,246,BURGLARY,67,F,Explosives,Other Crime,15,No,,
11215,2021-04-13,2021-04-12,15:56,Mumbai,128,ILLEGAL POSSESSION,36,F,Knife,Other Crime,10,No,,
11216,2021-04-12,2021-04-12,10:01,Vasai,345,SHOPLIFTING,39,M,Knife,Other Crime,7,Yes,2021-06-08,18:00
11217,2021-04-13,2021-04-12,07:23,Delhi,499,BURGLARY,61,F,None,Other Crime,6,Yes,2021-07-16,09:00
11218,2021-04-12,2021-04-12,22:56,Chennai,297,SHOPLIFTING,13,F,Blunt Object,Other Crime,17,No,,
11219,2021-04-15,2021-04-12,21:28,Chennai,341,DRUG OFFENSE,10,F,Explosives,Other Crime,4,No,,
11220,2021-04-13,2021-04-12,14:59,Srinagar,461,VEHICLE - STOLEN,15,F,None,Violent Crime,1,Yes,2021-06-27,00:00
11221,2021-04-12,2021-04-12,16:37,Lucknow,270,PUBLIC INTOXICATION,45,F,Firearm,Other Crime,1,No,,
11222,2021-04-12,2021-04-12,17:40,Kalyan,500,EXTORTION,40,F,Poison,Other Crime,3,Yes,2021-06-27,21:00
11223,2021-04-14,2021-04-12,10:51,Vasai,408,BURGLARY,76,F,None,Other Crime,9,Yes,2021-08-29,20:00
11224,2021-04-14,2021-04-12,21:38,Nagpur,124,VEHICLE - STOLEN,37,M,Poison,Violent Crime,11,No,,
11225,2021-04-14,2021-04-12,12:12,Jaipur,220,BURGLARY,72,M,Explosives,Other Crime,7,No,,
11226,2021-04-14,2021-04-12,23:51,Bangalore,564,BURGLARY,22,M,Blunt Object,Other Crime,2,Yes,2021-08-20,10:00
11227,2021-04-12,2021-04-12,04:57,Kolkata,412,CYBERCRIME,51,F,Other,Other Crime,4,No,,
11228,2021-04-14,2021-04-12,14:24,Pune,429,CYBERCRIME,59,F,Knife,Other Crime,18,No,,
11229,2021-04-15,2021-04-12,22:39,Rajkot,241,CYBERCRIME,28,M,Blunt Object,Other Crime,3,No,,
11230,2021-04-15,2021-04-12,09:34,Hyderabad,457,VANDALISM,34,F,Other,Other Crime,19,No,,
11231,2021-04-13,2021-04-12,20:45,Mumbai,575,EXTORTION,27,F,Knife,Other Crime,9,Yes,2021-06-29,05:00
11232,2021-04-13,2021-04-12,16:57,Delhi,174,CYBERCRIME,13,F,Explosives,Other Crime,3,Yes,2021-06-27,20:00
11233,2021-04-14,2021-04-13,19:45,Thane,172,FRAUD,26,M,Poison,Other Crime,18,No,,
11234,2021-04-14,2021-04-13,19:34,Indore,319,VEHICLE - STOLEN,65,F,Other,Violent Crime,8,Yes,2021-05-08,02:00
11235,2021-04-15,2021-04-13,00:27,Delhi,370,EXTORTION,58,F,None,Other Crime,6,No,,
